device_name,attribute,unit,bmad_ele_name,bmad_factor,bmad_attribute,example_value
XCOR:IN20:121,BDES,XC00,-1/10.0,bl_kick,0
YCOR:IN20:122,BDES,YC00,-1/10.0,bl_kick,0
XCOR:IN20:221,BDES,XC01,-1/10.0,bl_kick,0
YCOR:IN20:222,BDES,YC01,-1/10.0,bl_kick,0
XCOR:IN20:311,BDES,XC02,-1/10.0,bl_kick,0
YCOR:IN20:312,BDES,YC02,-1/10.0,bl_kick,0
XCOR:IN20:341,BDES,XC03,-1/10.0,bl_kick,0
YCOR:IN20:342,BDES,YC03,-1/10.0,bl_kick,0
XCOR:IN20:381,BDES,XC04,-1/10.0,bl_kick,0
YCOR:IN20:382,BDES,YC04,-1/10.0,bl_kick,0
XCOR:IN20:411,BDES,XC05,-1/10.0,bl_kick,0
YCOR:IN20:412,BDES,YC05,-1/10.0,bl_kick,0
XCOR:IN20:491,BDES,XC06,-1/10.0,bl_kick,0
YCOR:IN20:492,BDES,YC06,-1/10.0,bl_kick,0
XCOR:IN20:521,BDES,XC07,-1/10.0,bl_kick,0
YCOR:IN20:522,BDES,YC07,-1/10.0,bl_kick,0
XCOR:IN20:641,BDES,XC08,-1/10.0,bl_kick,0
YCOR:IN20:642,BDES,YC08,-1/10.0,bl_kick,0
XCOR:IN20:721,BDES,XC09,-1/10.0,bl_kick,0
YCOR:IN20:722,BDES,YC09,-1/10.0,bl_kick,0
XCOR:IN20:761,BDES,XC10,-1/10.0,bl_kick,0
YCOR:IN20:762,BDES,YC10,-1/10.0,bl_kick,0
XCOR:LI21:101,BDES,XC21101,-1/10.0,bl_kick,0
YCOR:LI21:102,BDES,YC21102,-1/10.0,bl_kick,0
XCOR:LI21:135,BDES,XC21135,-1/10.0,bl_kick,0
YCOR:LI21:136,BDES,YC21136,-1/10.0,bl_kick,0
XCOR:LI21:165,BDES,XC21165,-1/10.0,bl_kick,0
YCOR:LI21:166,BDES,YC21166,-1/10.0,bl_kick,0
YCOR:LI21:203,BDES,YC21174,-1/10.0,bl_kick,0
XCOR:LI21:202,BDES,XC21175,-1/10.0,bl_kick,0
XCOR:LI21:191,BDES,XC21191,-1/10.0,bl_kick,0
YCOR:LI21:192,BDES,YC21192,-1/10.0,bl_kick,0
XCOR:LI21:275,BDES,XC21275,-1/10.0,bl_kick,0
YCOR:LI21:276,BDES,YC21276,-1/10.0,bl_kick,0
XCOR:LI21:302,BDES,XC21302,-1/10.0,bl_kick,0
YCOR:LI21:303,BDES,YC21303,-1/10.0,bl_kick,0
XCOR:LI21:325,BDES,XC21325,-1/10.0,bl_kick,0
YCOR:LI21:325,BDES,YC21325,-1/10.0,bl_kick,0
XCOR:LI21:402,BDES,XC21402,-1/10.0,bl_kick,0
YCOR:LI21:403,BDES,YC21403,-1/10.0,bl_kick,0
XCOR:LI21:502,BDES,XC21502,-1/10.0,bl_kick,0
YCOR:LI21:503,BDES,YC21503,-1/10.0,bl_kick,0
XCOR:LI21:602,BDES,XC21602,-1/10.0,bl_kick,0
YCOR:LI21:603,BDES,YC21603,-1/10.0,bl_kick,0
XCOR:LI21:702,BDES,XC21702,-1/10.0,bl_kick,0
YCOR:LI21:703,BDES,YC21703,-1/10.0,bl_kick,0
XCOR:LI21:802,BDES,XC21802,-1/10.0,bl_kick,0
YCOR:LI21:803,BDES,YC21803,-1/10.0,bl_kick,0
XCOR:LI21:900,BDES,XC21900,-1/10.0,bl_kick,0
YCOR:LI21:900,BDES,YC21900,-1/10.0,bl_kick,0
XCOR:LI22:202,BDES,XC22202,-1/10.0,bl_kick,0
YCOR:LI22:203,BDES,YC22203,-1/10.0,bl_kick,0
XCOR:LI22:302,BDES,XC22302,-1/10.0,bl_kick,0
YCOR:LI22:303,BDES,YC22303,-1/10.0,bl_kick,0
XCOR:LI22:402,BDES,XC22402,-1/10.0,bl_kick,0
YCOR:LI22:403,BDES,YC22403,-1/10.0,bl_kick,0
XCOR:LI22:502,BDES,XC22502,-1/10.0,bl_kick,0
YCOR:LI22:503,BDES,YC22503,-1/10.0,bl_kick,0
XCOR:LI22:602,BDES,XC22602,-1/10.0,bl_kick,0
YCOR:LI22:603,BDES,YC22603,-1/10.0,bl_kick,0
XCOR:LI22:702,BDES,XC22702,-1/10.0,bl_kick,0
YCOR:LI22:703,BDES,YC22703,-1/10.0,bl_kick,0
XCOR:LI22:802,BDES,XC22802,-1/10.0,bl_kick,0
YCOR:LI22:803,BDES,YC22803,-1/10.0,bl_kick,0
XCOR:LI22:900,BDES,XC22900,-1/10.0,bl_kick,0
YCOR:LI22:900,BDES,YC22900,-1/10.0,bl_kick,0
XCOR:LI23:202,BDES,XC23202,-1/10.0,bl_kick,0
YCOR:LI23:203,BDES,YC23203,-1/10.0,bl_kick,0
XCOR:LI23:302,BDES,XC23302,-1/10.0,bl_kick,0
YCOR:LI23:303,BDES,YC23303,-1/10.0,bl_kick,0
XCOR:LI23:402,BDES,XC23402,-1/10.0,bl_kick,0
YCOR:LI23:403,BDES,YC23403,-1/10.0,bl_kick,0
XCOR:LI23:502,BDES,XC23502,-1/10.0,bl_kick,0
YCOR:LI23:503,BDES,YC23503,-1/10.0,bl_kick,0
XCOR:LI23:602,BDES,XC23602,-1/10.0,bl_kick,0
YCOR:LI23:603,BDES,YC23603,-1/10.0,bl_kick,0
XCOR:LI23:702,BDES,XC23702,-1/10.0,bl_kick,0
YCOR:LI23:703,BDES,YC23703,-1/10.0,bl_kick,0
XCOR:LI23:802,BDES,XC23802,-1/10.0,bl_kick,0
YCOR:LI23:803,BDES,YC23803,-1/10.0,bl_kick,0
XCOR:LI23:900,BDES,XC23900,-1/10.0,bl_kick,0
YCOR:LI23:900,BDES,YC23900,-1/10.0,bl_kick,0
XCOR:LI24:202,BDES,XC24202,-1/10.0,bl_kick,0
YCOR:LI24:203,BDES,YC24203,-1/10.0,bl_kick,0
XCOR:LI24:302,BDES,XC24302,-1/10.0,bl_kick,0
YCOR:LI24:303,BDES,YC24303,-1/10.0,bl_kick,0
XCOR:LI24:402,BDES,XC24402,-1/10.0,bl_kick,0
YCOR:LI24:403,BDES,YC24403,-1/10.0,bl_kick,0
XCOR:LI24:502,BDES,XC24502,-1/10.0,bl_kick,0
YCOR:LI24:503,BDES,YC24503,-1/10.0,bl_kick,0
XCOR:LI24:602,BDES,XC24602,-1/10.0,bl_kick,0
